Date,State,District,Mandi,Commodity,Variety,Min Price,Max Price,Modal Price,Unit,Arrival Quantity,Grade,Market Fee (%),Trader Count
6/19/2024,Gujarat,Surat,Main Mandi,Sugarcane,CO 0238,924,1147,1065.5,Quintal,6.5,C,1.64,6
6/11/2024,Uttar Pradesh,Kanpur,Main Mandi,Potato,Chipsona,1097,1405,1224,Quintal,13.38,C,1.15,11
4/21/2024,Maharashtra,Nashik,Wholesale Yard,Potato,Chipsona,1019,1367,1219,Quintal,21.69,B,1.59,2
2/16/2024,Uttar Pradesh,Varanasi,Sub Mandi,Rice,Basmati,1008,1216,1110,Quintal,9.67,A,2.92,14
6/2/2024,Uttar Pradesh,Kanpur,Agro Market,Sugarcane,CO 0238,914,1272,1100,Quintal,30.47,A,1.14,15
3/8/2024,Uttar Pradesh,Varanasi,Sub Mandi,Rice,Basmati,872,1024,967,Quintal,27.24,A,2.03,2
6/21/2024,Maharashtra,Nashik,Sub Mandi,Sugarcane,CO 86032,1062,1214,1146,Quintal,28.23,C,1.64,4
2/11/2024,Maharashtra,Pune,Main Mandi,Onion,White,839,1237,1082,Quintal,67.63,B,2.55,7
2/13/2024,Maharashtra,Nagpur,Wholesale Yard,Maize,Yellow,906,1263,1109.5,Quintal,56.83,C,2.02,13
6/18/2024,Punjab,Amritsar,Main Mandi,Tomato,Desi,1091,1338,1185.5,Quintal,92.42,C,1.59,14
6/17/2024,Punjab,Patiala,Main Mandi,Potato,Kufri Jyoti,1095,1239,1166,Quintal,26.79,C,2.23,6
3/11/2024,Gujarat,Ahmedabad,Main Mandi,Tomato,Hybrid,975,1095,1068,Quintal,37.44,B,1.83,5
2/20/2024,Maharashtra,Nashik,Wholesale Yard,Wheat,Durum,1010,1188,1143,Quintal,11.4,C,1.06,13
6/12/2024,Gujarat,Surat,Main Mandi,Wheat,Lokwan,823,943,892,Quintal,61.45,B,2.12,8
4/26/2024,Punjab,Ludhiana,Wholesale Yard,Potato,Chipsona,1034,1240,1161,Quintal,38.57,B,2.24,5
3/5/2024,Gujarat,Vadodara,Sub Mandi,Potato,Kufri Jyoti,1164,1276,1226,Quintal,82.9,A,1.45,15
4/30/2024,Gujarat,Ahmedabad,Agro Market,Wheat,Durum,869,1101,1006,Quintal,33.48,B,2.23,12
5/5/2024,Uttar Pradesh,Lucknow,Wholesale Yard,Onion,Red,903,1218,1098.5,Quintal,56.5,B,2.81,12
1/6/2024,Gujarat,Surat,Wholesale Yard,Rice,Sona Masoori,1010,1339,1191.5,Quintal,19.69,A,2.07,2
4/3/2024,Maharashtra,Nagpur,Main Mandi,Sugarcane,CO 86032,1136,1278,1198,Quintal,36.7,C,1.87,15
3/15/2024,Karnataka,Hubli,Agro Market,Maize,Yellow,1044,1219,1142.5,Quintal,88.14,A,1.85,7
2/4/2024,Gujarat,Vadodara,Agro Market,Tomato,Desi,835,995,886,Quintal,74.08,C,2.26,14
3/13/2024,Uttar Pradesh,Lucknow,Wholesale Yard,Onion,White,1073,1363,1193,Quintal,45.83,B,1.04,13
6/17/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Tomato,Desi,1089,1328,1207.5,Quintal,10.17,C,2.42,10
4/27/2024,Punjab,Ludhiana,Main Mandi,Maize,White,943,1142,1075.5,Quintal,35.46,C,2.68,7
4/2/2024,Maharashtra,Nashik,Wholesale Yard,Wheat,Lokwan,1175,1303,1285,Quintal,37.37,C,2.88,7
4/2/2024,Punjab,Patiala,Main Mandi,Rice,Kolam,1122,1477,1261.5,Quintal,88.34,B,2.77,13
2/15/2024,Uttar Pradesh,Lucknow,Agro Market,Onion,Red,998,1387,1168.5,Quintal,17.8,C,1.62,11
6/27/2024,Uttar Pradesh,Kanpur,Agro Market,Rice,Basmati,947,1314,1123.5,Quintal,88.84,B,2.99,6
4/19/2024,Uttar Pradesh,Lucknow,Sub Mandi,Sugarcane,CO 86032,963,1309,1095,Quintal,62.86,A,2.96,6
6/5/2024,Maharashtra,Pune,Wholesale Yard,Wheat,Lokwan,1038,1316,1129,Quintal,65.27,C,1.49,13
3/24/2024,Karnataka,Mysore,Agro Market,Tomato,Desi,946,1114,1058,Quintal,41.79,B,1.16,12
6/16/2024,Punjab,Patiala,Wholesale Yard,Potato,Chipsona,971,1283,1092,Quintal,54.41,A,1.73,13
4/14/2024,Maharashtra,Pune,Sub Mandi,Maize,White,854,1082,983,Quintal,57.79,C,3,7
4/20/2024,Maharashtra,Pune,Sub Mandi,Sugarcane,CO 86032,975,1326,1186.5,Quintal,67.74,B,1.51,12
6/23/2024,Karnataka,Mysore,Agro Market,Potato,Kufri Jyoti,959,1263,1158,Quintal,77.66,C,2.34,10
2/3/2024,Punjab,Ludhiana,Wholesale Yard,Onion,White,951,1125,1037,Quintal,29.94,C,1.36,6
1/16/2024,Uttar Pradesh,Varanasi,Agro Market,Onion,Pink,856,1148,1049,Quintal,75.22,B,1.42,14
2/17/2024,Gujarat,Ahmedabad,Sub Mandi,Sugarcane,CO 86032,962,1312,1130,Quintal,80.44,A,1.29,3
2/20/2024,Gujarat,Ahmedabad,Sub Mandi,Rice,Basmati,1105,1436,1235.5,Quintal,81.65,A,1.3,15
3/8/2024,Karnataka,Mysore,Sub Mandi,Rice,Kolam,905,1098,994.5,Quintal,23.6,A,2.25,13
1/8/2024,Gujarat,Vadodara,Agro Market,Maize,Yellow,1029,1219,1144,Quintal,65.82,B,2.49,6
1/8/2024,Karnataka,Hubli,Wholesale Yard,Onion,White,923,1257,1051,Quintal,45.72,A,1.05,7
4/6/2024,Uttar Pradesh,Varanasi,Agro Market,Onion,Red,1049,1351,1228,Quintal,39.09,A,1.07,9
5/13/2024,Karnataka,Mysore,Sub Mandi,Potato,Kufri Jyoti,836,1208,975,Quintal,51.16,B,2.66,12
4/22/2024,Karnataka,Bangalore,Sub Mandi,Potato,Chipsona,1200,1589,1417.5,Quintal,66.58,B,1.28,8
6/21/2024,Gujarat,Surat,Wholesale Yard,Sugarcane,CO 86032,869,1255,1087,Quintal,71.43,A,1.2,10
1/5/2024,Punjab,Amritsar,Wholesale Yard,Rice,Kolam,822,1014,946,Quintal,86.25,A,2.8,13
4/15/2024,Punjab,Patiala,Agro Market,Tomato,Desi,1136,1408,1311,Quintal,43.93,C,1.52,11
2/21/2024,Punjab,Ludhiana,Wholesale Yard,Maize,Yellow,980,1111,1003.5,Quintal,74.34,C,2.39,13
5/4/2024,Punjab,Ludhiana,Main Mandi,Maize,White,1130,1450,1280,Quintal,31.92,A,2.22,12
3/16/2024,Maharashtra,Nashik,Wholesale Yard,Onion,Pink,917,1101,1024,Quintal,49.6,B,2.54,4
4/23/2024,Karnataka,Mysore,Main Mandi,Rice,Kolam,1117,1514,1354.5,Quintal,27.25,A,1.61,11
1/1/2024,Uttar Pradesh,Lucknow,Main Mandi,Maize,Yellow,1110,1508,1276,Quintal,68.49,C,1.46,15
3/20/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Tomato,Desi,993,1237,1159,Quintal,67.83,A,2.4,7
5/13/2024,Gujarat,Surat,Main Mandi,Wheat,Lokwan,954,1155,1068.5,Quintal,83.45,C,2.56,5
6/5/2024,Gujarat,Ahmedabad,Agro Market,Onion,Red,954,1099,992.5,Quintal,24.54,C,2.11,4
1/3/2024,Karnataka,Hubli,Main Mandi,Maize,Yellow,1044,1157,1118.5,Quintal,77.01,B,2.71,5
2/22/2024,Maharashtra,Nagpur,Main Mandi,Maize,Yellow,1083,1396,1236.5,Quintal,53.41,A,1.07,6
6/29/2024,Gujarat,Ahmedabad,Wholesale Yard,Maize,Yellow,1197,1443,1367,Quintal,78.4,C,1.01,15
4/24/2024,Punjab,Ludhiana,Sub Mandi,Wheat,Sharbati,1094,1195,1130.5,Quintal,21.16,A,2.32,12
2/23/2024,Uttar Pradesh,Varanasi,Sub Mandi,Rice,Sona Masoori,1035,1387,1169,Quintal,79.39,C,2.45,10
4/1/2024,Karnataka,Bangalore,Wholesale Yard,Sugarcane,CO 0238,865,1064,965.5,Quintal,58.47,C,1.52,3
1/18/2024,Karnataka,Hubli,Wholesale Yard,Tomato,Hybrid,1024,1327,1186.5,Quintal,68.66,C,2.09,8
1/2/2024,Punjab,Ludhiana,Main Mandi,Maize,White,862,1242,1044,Quintal,24.53,C,1.15,13
2/1/2024,Karnataka,Mysore,Wholesale Yard,Maize,Yellow,805,1200,969.5,Quintal,94.16,C,2.81,14
4/26/2024,Uttar Pradesh,Lucknow,Wholesale Yard,Tomato,Hybrid,882,1096,944,Quintal,63.92,B,1.48,12
1/10/2024,Punjab,Patiala,Main Mandi,Rice,Sona Masoori,1112,1307,1199.5,Quintal,19.45,A,2.86,11
1/3/2024,Karnataka,Hubli,Agro Market,Potato,Kufri Jyoti,1182,1524,1333,Quintal,90.78,C,1.36,7
2/4/2024,Karnataka,Hubli,Wholesale Yard,Wheat,Lokwan,843,1218,1038.5,Quintal,57.05,A,1.45,7
3/13/2024,Maharashtra,Nashik,Agro Market,Wheat,Durum,1119,1353,1255,Quintal,82.53,A,1.59,8
1/7/2024,Punjab,Ludhiana,Sub Mandi,Tomato,Hybrid,916,1037,973.5,Quintal,79.83,C,1.1,14
6/23/2024,Maharashtra,Pune,Agro Market,Wheat,Lokwan,826,1015,924.5,Quintal,80.12,A,1.25,11
2/28/2024,Punjab,Ludhiana,Main Mandi,Rice,Basmati,1146,1511,1366.5,Quintal,98.52,B,1.25,7
1/5/2024,Gujarat,Ahmedabad,Agro Market,Rice,Kolam,1076,1224,1106,Quintal,88.53,C,2.23,12
3/28/2024,Karnataka,Hubli,Agro Market,Sugarcane,CO 0238,1104,1481,1342.5,Quintal,13.63,B,2.41,11
1/8/2024,Gujarat,Vadodara,Wholesale Yard,Wheat,Durum,1027,1331,1181,Quintal,91.77,B,1.49,14
3/17/2024,Karnataka,Mysore,Main Mandi,Sugarcane,CO 0238,938,1233,1064.5,Quintal,13.04,B,2.75,12
1/25/2024,Punjab,Ludhiana,Agro Market,Tomato,Desi,1188,1463,1297.5,Quintal,47.51,C,1.31,7
3/14/2024,Karnataka,Bangalore,Sub Mandi,Tomato,Desi,967,1194,1113.5,Quintal,39.84,C,2.7,9
1/18/2024,Karnataka,Mysore,Sub Mandi,Rice,Kolam,936,1236,1105,Quintal,82.77,A,1.32,2
3/8/2024,Karnataka,Mysore,Wholesale Yard,Onion,Red,899,1097,1003,Quintal,22.48,A,1.7,14
5/1/2024,Punjab,Amritsar,Main Mandi,Onion,White,1163,1437,1342,Quintal,83.07,C,1.2,14
4/19/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Onion,White,1127,1255,1218,Quintal,71.64,B,2.74,13
4/11/2024,Punjab,Ludhiana,Sub Mandi,Onion,White,874,1163,1046.5,Quintal,48.15,C,2.86,3
6/10/2024,Karnataka,Hubli,Main Mandi,Maize,White,1157,1331,1198,Quintal,52.17,B,2.37,13
2/4/2024,Gujarat,Surat,Agro Market,Tomato,Desi,1005,1328,1215.5,Quintal,89.56,B,2.46,9
6/10/2024,Punjab,Amritsar,Agro Market,Sugarcane,CO 86032,1121,1238,1130.5,Quintal,22.21,A,1.25,4
2/12/2024,Gujarat,Ahmedabad,Sub Mandi,Rice,Kolam,1114,1479,1261.5,Quintal,75.1,B,1.66,10
5/9/2024,Gujarat,Surat,Wholesale Yard,Potato,Chipsona,920,1244,1104,Quintal,24.79,C,2.61,7
3/20/2024,Punjab,Amritsar,Sub Mandi,Potato,Chipsona,815,1048,916.5,Quintal,97.1,A,2.95,6
3/7/2024,Gujarat,Ahmedabad,Wholesale Yard,Onion,Red,906,1216,1082,Quintal,89.44,A,2.75,4
2/11/2024,Punjab,Patiala,Agro Market,Maize,White,909,1063,1010,Quintal,35.78,C,1.14,6
2/5/2024,Gujarat,Ahmedabad,Sub Mandi,Rice,Kolam,1159,1445,1280,Quintal,55.12,B,1.4,5
2/29/2024,Punjab,Ludhiana,Main Mandi,Onion,Pink,938,1092,975,Quintal,91.25,C,1.72,8
3/3/2024,Punjab,Ludhiana,Wholesale Yard,Maize,Yellow,1165,1558,1350.5,Quintal,42.36,A,1.77,14
4/3/2024,Gujarat,Ahmedabad,Wholesale Yard,Maize,Yellow,940,1214,1084,Quintal,90.32,B,2.56,13
5/8/2024,Maharashtra,Nagpur,Agro Market,Tomato,Hybrid,928,1182,1065,Quintal,59.31,A,1.42,4
6/15/2024,Karnataka,Hubli,Sub Mandi,Sugarcane,CO 86032,903,1126,1025.5,Quintal,34.84,C,2.89,6
5/19/2024,Maharashtra,Nagpur,Sub Mandi,Sugarcane,CO 86032,942,1326,1111,Quintal,24.51,C,2.01,12
3/25/2024,Karnataka,Bangalore,Sub Mandi,Sugarcane,CO 86032,864,1221,1024.5,Quintal,94.67,B,1.14,10
6/14/2024,Karnataka,Hubli,Wholesale Yard,Wheat,Durum,968,1146,1028,Quintal,93.31,C,2.04,13
3/31/2024,Gujarat,Surat,Wholesale Yard,Wheat,Durum,892,1208,1052,Quintal,8.48,B,2.85,14
5/15/2024,Gujarat,Vadodara,Wholesale Yard,Onion,Pink,809,993,854,Quintal,42.31,A,2.5,10
1/17/2024,Maharashtra,Nagpur,Sub Mandi,Sugarcane,CO 86032,810,934,837,Quintal,76.44,A,1.53,6
2/13/2024,Karnataka,Hubli,Main Mandi,Maize,Yellow,839,966,931.5,Quintal,54.28,B,1.92,15
1/10/2024,Karnataka,Hubli,Wholesale Yard,Wheat,Lokwan,961,1248,1059.5,Quintal,75.24,B,2.55,7
1/12/2024,Karnataka,Bangalore,Main Mandi,Potato,Kufri Jyoti,998,1123,1105.5,Quintal,12.38,C,1.52,11
6/28/2024,Maharashtra,Pune,Agro Market,Wheat,Lokwan,801,1072,969.5,Quintal,24.39,B,1.8,2
4/28/2024,Maharashtra,Nashik,Wholesale Yard,Onion,White,859,959,861,Quintal,70.95,A,1.74,12
3/17/2024,Maharashtra,Nashik,Agro Market,Sugarcane,CO 86032,926,1078,1016,Quintal,50.13,A,2.63,6
2/2/2024,Maharashtra,Nagpur,Wholesale Yard,Tomato,Hybrid,930,1117,1006.5,Quintal,39.4,A,1.28,10
2/15/2024,Gujarat,Ahmedabad,Main Mandi,Wheat,Durum,933,1300,1090.5,Quintal,94.94,B,1.05,11
4/15/2024,Punjab,Patiala,Sub Mandi,Rice,Kolam,918,1181,1094.5,Quintal,43.34,B,1.14,9
1/1/2024,Uttar Pradesh,Kanpur,Sub Mandi,Onion,Pink,910,1057,1024.5,Quintal,63.47,B,2.87,7
5/15/2024,Gujarat,Ahmedabad,Wholesale Yard,Wheat,Durum,860,1078,933,Quintal,97.62,B,1.12,14
5/10/2024,Karnataka,Bangalore,Main Mandi,Maize,White,962,1138,1070,Quintal,81.78,B,1.89,7
2/14/2024,Maharashtra,Pune,Wholesale Yard,Tomato,Desi,1002,1311,1148.5,Quintal,87.46,B,1.38,10
4/13/2024,Karnataka,Hubli,Main Mandi,Onion,Red,937,1185,1107,Quintal,16.65,A,1.91,5
1/4/2024,Gujarat,Ahmedabad,Agro Market,Onion,Pink,1091,1397,1287,Quintal,58.51,B,2.49,5
1/2/2024,Gujarat,Ahmedabad,Wholesale Yard,Onion,Red,839,1035,951,Quintal,63.3,B,1.19,12
1/30/2024,Karnataka,Bangalore,Sub Mandi,Tomato,Hybrid,1016,1266,1102,Quintal,47.18,A,1.92,13
5/20/2024,Punjab,Amritsar,Agro Market,Sugarcane,CO 86032,822,1101,939.5,Quintal,19.25,B,1.04,9
6/23/2024,Maharashtra,Pune,Wholesale Yard,Maize,Yellow,1159,1382,1294.5,Quintal,26.87,A,2.3,12
1/12/2024,Uttar Pradesh,Kanpur,Main Mandi,Rice,Sona Masoori,1104,1253,1183.5,Quintal,86.74,C,1.95,15
2/16/2024,Karnataka,Mysore,Agro Market,Onion,Pink,874,1232,1078,Quintal,52.43,B,2.2,15
3/4/2024,Punjab,Amritsar,Agro Market,Tomato,Hybrid,882,983,910.5,Quintal,47.23,B,1.71,4
2/23/2024,Gujarat,Surat,Main Mandi,Potato,Kufri Jyoti,1156,1420,1317,Quintal,27.15,A,1.03,12
3/20/2024,Punjab,Patiala,Wholesale Yard,Potato,Chipsona,847,1159,1033,Quintal,21.89,A,2.32,14
6/15/2024,Karnataka,Mysore,Wholesale Yard,Potato,Kufri Jyoti,903,1090,1046.5,Quintal,68.14,B,1.31,4
5/8/2024,Punjab,Amritsar,Wholesale Yard,Maize,White,969,1214,1069.5,Quintal,81.75,A,2.03,8
1/19/2024,Karnataka,Mysore,Main Mandi,Sugarcane,CO 0238,956,1227,1091.5,Quintal,77.06,B,2.41,5
6/8/2024,Gujarat,Surat,Agro Market,Potato,Chipsona,1002,1317,1181.5,Quintal,27.94,C,2.37,4
6/9/2024,Gujarat,Vadodara,Agro Market,Potato,Chipsona,1072,1268,1201,Quintal,17.72,C,1.72,7
4/1/2024,Karnataka,Mysore,Main Mandi,Maize,Yellow,1082,1400,1260,Quintal,41.36,C,1.72,2
2/6/2024,Maharashtra,Nashik,Wholesale Yard,Tomato,Hybrid,1165,1491,1340,Quintal,20.91,C,2.5,11
2/16/2024,Karnataka,Mysore,Main Mandi,Maize,Yellow,896,1229,1056.5,Quintal,52.68,B,2.96,11
5/26/2024,Gujarat,Vadodara,Wholesale Yard,Wheat,Sharbati,1096,1255,1198.5,Quintal,5.53,C,2.91,11
2/25/2024,Punjab,Patiala,Sub Mandi,Onion,Red,1009,1145,1063,Quintal,56.79,A,2.26,15
6/17/2024,Karnataka,Hubli,Agro Market,Onion,White,1001,1193,1137,Quintal,19.68,B,1.78,5
1/6/2024,Gujarat,Vadodara,Main Mandi,Tomato,Hybrid,906,1036,1018,Quintal,65.69,B,2.66,10
3/18/2024,Maharashtra,Nagpur,Main Mandi,Maize,Yellow,1074,1207,1158.5,Quintal,44.32,B,2.47,9
5/23/2024,Gujarat,Vadodara,Wholesale Yard,Sugarcane,CO 0238,906,1029,987.5,Quintal,99.76,A,2.92,11
3/4/2024,Gujarat,Ahmedabad,Agro Market,Potato,Kufri Jyoti,945,1199,1035,Quintal,99.91,B,2.08,10
5/8/2024,Uttar Pradesh,Kanpur,Agro Market,Tomato,Hybrid,1105,1309,1240,Quintal,24.96,C,1.53,2
5/9/2024,Punjab,Amritsar,Main Mandi,Maize,White,1021,1132,1036.5,Quintal,70.74,A,1.63,13
5/18/2024,Punjab,Ludhiana,Sub Mandi,Maize,White,1126,1491,1264.5,Quintal,41.71,C,1.46,10
3/29/2024,Karnataka,Mysore,Sub Mandi,Sugarcane,CO 86032,1033,1284,1141.5,Quintal,77.25,A,1.68,13
1/7/2024,Punjab,Patiala,Sub Mandi,Tomato,Hybrid,860,1156,967,Quintal,17.82,A,1.59,5
6/3/2024,Punjab,Amritsar,Main Mandi,Maize,Yellow,1060,1323,1218.5,Quintal,22.72,B,1.98,3
1/17/2024,Gujarat,Vadodara,Agro Market,Rice,Kolam,1193,1476,1358.5,Quintal,20.96,A,2.85,8
3/25/2024,Uttar Pradesh,Lucknow,Sub Mandi,Potato,Chipsona,1088,1397,1225.5,Quintal,52.78,A,2.97,8
1/5/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Maize,White,1197,1389,1337,Quintal,18.45,C,2.92,13
3/19/2024,Uttar Pradesh,Kanpur,Sub Mandi,Potato,Kufri Jyoti,871,1115,1034,Quintal,19.45,B,2.65,4
3/5/2024,Punjab,Patiala,Agro Market,Potato,Chipsona,1160,1408,1245,Quintal,28.52,C,2.55,5
1/9/2024,Maharashtra,Nashik,Sub Mandi,Rice,Sona Masoori,1192,1427,1325.5,Quintal,32.38,C,2.1,14
3/13/2024,Uttar Pradesh,Lucknow,Wholesale Yard,Onion,White,941,1222,1031.5,Quintal,83.79,C,1.24,9
6/1/2024,Maharashtra,Pune,Agro Market,Tomato,Desi,1053,1186,1102.5,Quintal,8.92,A,2.12,12
2/17/2024,Maharashtra,Nagpur,Agro Market,Onion,Pink,878,1178,1007,Quintal,73.26,C,2.55,8
3/13/2024,Punjab,Ludhiana,Agro Market,Maize,Yellow,1135,1252,1237.5,Quintal,51.35,C,2.81,4
6/20/2024,Uttar Pradesh,Lucknow,Sub Mandi,Sugarcane,CO 0238,905,1106,976.5,Quintal,17.87,A,2.74,13
2/20/2024,Gujarat,Surat,Sub Mandi,Maize,White,803,921,894,Quintal,90.97,A,1.72,7
1/20/2024,Uttar Pradesh,Kanpur,Agro Market,Wheat,Lokwan,1085,1348,1264.5,Quintal,25.75,B,1.9,10
1/25/2024,Punjab,Amritsar,Wholesale Yard,Rice,Basmati,1090,1489,1290.5,Quintal,39.92,B,1.62,7
6/14/2024,Punjab,Ludhiana,Agro Market,Maize,White,1185,1577,1336,Quintal,53.12,C,1.66,7
2/8/2024,Maharashtra,Nashik,Agro Market,Rice,Basmati,1067,1364,1188.5,Quintal,11.01,B,2.55,9
2/23/2024,Punjab,Patiala,Main Mandi,Onion,White,852,1191,1024.5,Quintal,15.65,B,2.13,6
2/20/2024,Punjab,Ludhiana,Main Mandi,Wheat,Lokwan,1170,1327,1285.5,Quintal,31.97,A,2.05,3
6/10/2024,Maharashtra,Pune,Wholesale Yard,Onion,Red,882,1144,1008,Quintal,44.03,A,2.41,5
6/23/2024,Maharashtra,Nagpur,Agro Market,Wheat,Sharbati,801,1109,909,Quintal,31.18,A,2.84,6
4/19/2024,Uttar Pradesh,Lucknow,Agro Market,Maize,White,1143,1477,1316,Quintal,17.97,B,1.14,13
2/20/2024,Gujarat,Ahmedabad,Main Mandi,Potato,Kufri Jyoti,976,1253,1120.5,Quintal,60.22,B,2.87,3
5/13/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Tomato,Hybrid,1162,1464,1271,Quintal,42.39,B,2.98,8
4/2/2024,Gujarat,Vadodara,Main Mandi,Tomato,Hybrid,1133,1324,1212.5,Quintal,56.18,B,1.22,11
1/26/2024,Gujarat,Vadodara,Main Mandi,Rice,Sona Masoori,854,1145,1011.5,Quintal,11.86,B,1.1,10
5/10/2024,Karnataka,Mysore,Agro Market,Wheat,Durum,880,1003,942.5,Quintal,18.09,C,2.28,14
4/15/2024,Uttar Pradesh,Varanasi,Main Mandi,Onion,Pink,1016,1272,1165,Quintal,87.76,B,1.18,6
4/4/2024,Uttar Pradesh,Varanasi,Agro Market,Sugarcane,CO 86032,905,1090,1024.5,Quintal,81.55,A,2.08,2
1/22/2024,Punjab,Amritsar,Wholesale Yard,Rice,Kolam,1033,1392,1168.5,Quintal,29.58,B,1.04,14
6/11/2024,Uttar Pradesh,Varanasi,Agro Market,Maize,White,843,1140,1021.5,Quintal,85.04,B,1.39,7
3/14/2024,Maharashtra,Pune,Agro Market,Sugarcane,CO 0238,903,1246,1080.5,Quintal,77.73,B,1.52,8
2/21/2024,Uttar Pradesh,Kanpur,Agro Market,Rice,Sona Masoori,1115,1216,1192.5,Quintal,89.1,A,2.96,4
5/9/2024,Uttar Pradesh,Varanasi,Main Mandi,Onion,White,952,1265,1109.5,Quintal,5.26,C,1.48,10
3/31/2024,Karnataka,Hubli,Wholesale Yard,Wheat,Sharbati,946,1046,1013,Quintal,56.6,B,1.09,12
2/9/2024,Karnataka,Mysore,Sub Mandi,Wheat,Lokwan,997,1317,1170,Quintal,41.56,B,1.05,6
4/19/2024,Karnataka,Hubli,Sub Mandi,Onion,Pink,1010,1200,1071,Quintal,98.08,C,1.41,12
1/9/2024,Punjab,Ludhiana,Agro Market,Potato,Kufri Jyoti,819,978,910.5,Quintal,23.85,A,1.07,6
1/31/2024,Maharashtra,Nashik,Wholesale Yard,Onion,Red,1156,1289,1204.5,Quintal,56.69,C,1.72,7
4/22/2024,Karnataka,Mysore,Sub Mandi,Onion,White,953,1274,1104.5,Quintal,48.28,B,2.82,6
1/2/2024,Maharashtra,Nagpur,Main Mandi,Onion,White,1076,1222,1169,Quintal,56.34,C,2.8,10
2/28/2024,Maharashtra,Nashik,Agro Market,Rice,Kolam,998,1220,1092,Quintal,17.86,A,2.89,3
5/21/2024,Gujarat,Surat,Wholesale Yard,Sugarcane,CO 0238,936,1214,1095,Quintal,98.08,B,1.83,2
1/29/2024,Punjab,Ludhiana,Sub Mandi,Onion,White,870,973,926.5,Quintal,16.57,B,2.39,4
3/16/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Potato,Chipsona,1027,1374,1219.5,Quintal,45.91,B,2.59,9
4/11/2024,Karnataka,Mysore,Agro Market,Onion,White,938,1200,1020,Quintal,40.34,B,1.14,9
4/16/2024,Gujarat,Surat,Sub Mandi,Maize,White,923,1254,1098.5,Quintal,38.14,C,1.95,7
6/29/2024,Punjab,Patiala,Main Mandi,Onion,Red,1106,1405,1238.5,Quintal,76.05,C,1.27,3
4/12/2024,Karnataka,Hubli,Sub Mandi,Rice,Sona Masoori,903,1009,979,Quintal,27.05,A,2.69,5
6/4/2024,Uttar Pradesh,Kanpur,Main Mandi,Potato,Kufri Jyoti,964,1155,1057.5,Quintal,77.88,A,2.36,2
6/17/2024,Maharashtra,Nagpur,Wholesale Yard,Tomato,Hybrid,989,1158,1090.5,Quintal,63.57,B,3,5
1/26/2024,Uttar Pradesh,Kanpur,Agro Market,Sugarcane,CO 86032,1165,1403,1268,Quintal,64.75,A,1.48,3
2/19/2024,Punjab,Patiala,Sub Mandi,Sugarcane,CO 86032,1173,1343,1262,Quintal,42.57,B,2.13,3
5/20/2024,Punjab,Ludhiana,Agro Market,Tomato,Desi,1129,1232,1142.5,Quintal,60.59,A,2.64,8
5/24/2024,Punjab,Patiala,Main Mandi,Onion,Pink,1088,1421,1290.5,Quintal,76.32,A,2.64,12
5/5/2024,Maharashtra,Pune,Main Mandi,Sugarcane,CO 86032,1169,1427,1278,Quintal,68.73,C,1.35,8
3/26/2024,Gujarat,Vadodara,Agro Market,Onion,Red,826,989,892.5,Quintal,5.68,A,1.37,11
1/7/2024,Karnataka,Bangalore,Wholesale Yard,Tomato,Hybrid,933,1197,1061,Quintal,42.65,C,1.25,5
4/26/2024,Maharashtra,Nagpur,Main Mandi,Maize,White,936,1143,1035.5,Quintal,31.41,C,1.41,11
3/4/2024,Maharashtra,Nashik,Wholesale Yard,Tomato,Desi,1001,1218,1132.5,Quintal,97.01,B,2.75,8
2/22/2024,Uttar Pradesh,Varanasi,Sub Mandi,Potato,Chipsona,934,1277,1076.5,Quintal,6.98,B,1.31,2
6/6/2024,Punjab,Amritsar,Agro Market,Rice,Kolam,932,1059,957.5,Quintal,36.88,B,2.9,11
5/24/2024,Punjab,Ludhiana,Main Mandi,Sugarcane,CO 0238,1117,1307,1219,Quintal,24.36,C,2.74,10
1/14/2024,Gujarat,Surat,Agro Market,Potato,Kufri Jyoti,1104,1407,1300.5,Quintal,77.08,B,1.38,15
6/12/2024,Gujarat,Vadodara,Wholesale Yard,Rice,Sona Masoori,1014,1380,1190,Quintal,17.06,A,1.32,8
5/19/2024,Gujarat,Ahmedabad,Main Mandi,Sugarcane,CO 86032,991,1184,1070.5,Quintal,45.41,C,2.84,8
6/29/2024,Maharashtra,Nagpur,Main Mandi,Rice,Sona Masoori,1019,1210,1125.5,Quintal,7.94,A,1.05,10
6/16/2024,Uttar Pradesh,Kanpur,Main Mandi,Maize,Yellow,1032,1383,1187.5,Quintal,93.06,C,1.62,15
3/29/2024,Punjab,Ludhiana,Main Mandi,Wheat,Sharbati,815,1125,1001,Quintal,48.49,C,1.69,15
5/20/2024,Maharashtra,Nashik,Sub Mandi,Rice,Kolam,952,1141,1079.5,Quintal,35.52,C,1.59,12
1/27/2024,Karnataka,Mysore,Main Mandi,Rice,Basmati,1185,1413,1269,Quintal,34.27,C,2.07,5
5/31/2024,Punjab,Amritsar,Main Mandi,Onion,White,1110,1348,1275,Quintal,93.67,C,2.31,12
